id;updatedDate;publishedDate;title;summary;authors;category;metaData;downloadLink;filePath
http://arxiv.org/abs/1908.02327v2;2019-08-31T12:36:15Z;2019-08-06T19:00:06Z;ProofOfAllVerifiableComputationInANutshell.pdf;"  Recent Advances In The Cryptographic Field Of ""zero Knowledge Proofs"" Havesparked A New Wave Of Research, Giving Birth To Many Exciting Theoreticalapproaches In The Last Few Years. Such Research Has Often Overlapped With Theneed For Private And Scalable Solutions Of Blockchain Based Communities,resulting In The First Practical Implementations Of Such Systems. Many Of Theseinnovative Constructions Have Developed In Parallel, Using Differentterminologies And Evolving Into A Fragmented Ecosystem, Calling For Theirconsolidation Into The More Stable Domain Of ""verifiable Computation"". In Thismaster Thesis I Propose A Unifying Verifiable Computation Model For Thesimplification And Efficient Comparison Of All Cryptographic Proof Systems. Itake Advantage Of This Model To Analyse Innovative Technologies  Homomorphicauthenticators, Verifiable Delay Functions  Which Developed Into Their Ownspecialised Domains, And I Attempt To Make Them More Accessible For Newcomersto The Field. Furthermore, I Expand On The Future Of Verifiable Computation,universal Proof Compilers And ""proofs Of All"", By Approaching Thestate Of The Art Zk Stark Construction From A More Accessible And Informaldesign Perspective.";Mario Alessandro Barbara;cs.CR;"71 pages, 1 figure, MSc. Thesis E\""otv\""os Lor\'and University (in
  collaboration with University of Twente through European Institue of
  Technology Master School scholarship)";http://arxiv.org/pdf/1908.02327v2.pdf;./files/ProofOfAllVerifiableComputationInANutshell.pdf
http://arxiv.org/abs/2002.05256v1;2020-02-12T21:58:24Z;2020-02-12T21:58:24Z;ChangeActionsFromIncrementalComputationToDiscreteDerivatives.pdf;  The Goal Of This Thesis Is Threefold  First, To Provide A General Semanticsetting For Reasoning About Incremental Computation. Second, To Establish Andclarify The Connection Between Derivatives In The Incremental Sense Andderivatives In The Analytic Sense, That Is To Say, To Provide A Commondefinition Of Derivative Of Which The Previous Two Are Particular Instances.third, To Give A Theoretically Sound Calculus For This General Setting. To Thisend We Define And Explore The Notions Of Change Actions And Differential Mapsbetween Change Actions And Show How These Notions Relate To Incrementalcomputation Through The Concrete Example Of The Semi Naive Evaluation Ofdatalog Queries. We Also Introduce The Notion Of A Change Action Model As Asetting For Higher Order Differentiation, And Exhibit Some Interestingexamples. Finally, We Show How Cartesian Difference Categories, A Family Ofparticularly Well Behaved Change Action Models, Generalise Cartesiandifferential Categories And Give Rise To A Calculus In The Spirit Of Ehrhardand Regnier's Differential Lambda Calculus.;Mario Alvarez-Picallo;cs.LO;PhD thesis, Oxford, Preliminary version, 224 pages, 24 figures;http://arxiv.org/pdf/2002.05256v1.pdf;./files/ChangeActionsFromIncrementalComputationToDiscreteDerivatives.pdf
http://arxiv.org/abs/cond-mat/0201312v1;2002-01-17T17:38:44Z;2002-01-17T17:38:44Z;ComputerSimulationsOfStructuralAndHoppingConductionPropertiesOfDisorderedSolids.pdf;  1. Introduction 2. Molecular Dynamics Simulation Of Amorphous Carbonstructures 3. Atomistic Simulation Of The Bombardment Process During The Benphase Of Diamond Cvd 4. Growth Of Amorphous Silicon 5. One Dimensional Hoppingin Disordered Organic Solids;Krisztian Kohary;cond-mat.mtrl-sci;"PhD thesis, 107 pages +45 figures, LaTeX, some color figures availble
  on the web (see details in the text)";http://arxiv.org/pdf/cond-mat/0201312v1.pdf;./files/ComputerSimulationsOfStructuralAndHoppingConductionPropertiesOfDisorderedSolids.pdf
http://arxiv.org/abs/cs/0007038v1;2000-07-26T18:41:17Z;2000-07-26T18:41:17Z;ModalLogicsForTopologicalSpaces.pdf;  In This Thesis We Shall Present Two Logical Systems, Mp And Mp, For Thepurpose Of Reasoning About Knowledge And Effort. These Logical Systems Will Beinterpreted In A Spatial Context And Therefore, The Abstract Concepts Ofknowledge And Effort Will Be Defined By Concrete Mathematical Concepts.;Konstantinos Georgatos;cs.LO;25 pages, extened abstract of PHD Dissertation;http://arxiv.org/pdf/cs/0007038v1.pdf;./files/ModalLogicsForTopologicalSpaces.pdf
http://arxiv.org/abs/cs/0310010v1;2003-10-06T16:13:13Z;2003-10-06T16:13:13Z;TransientDiversityInMultiAgentSystems.pdf;  Diversity Is An Important Aspect Of Highly Efficient Multi Agent Teams. Weintroduce The Main Factors That Drive A Multi Agent System In Either Directionalong The Diversity Scale. A Metric For Diversity Is Described, And Wespeculate On The Concept Of Transient Diversity. Finally, An Experiment Onsocial Entropy Using A Robocup Simulated Soccer Team Is Presented.;David Lyback;cs.AI;44 pages, 5 figures;http://arxiv.org/pdf/cs/0310010v1.pdf;./files/TransientDiversityInMultiAgentSystems.pdf
http://arxiv.org/abs/hep-lat/0211011v1;2002-11-05T16:38:08Z;2002-11-05T16:38:08Z;TheRenormalisedQuarkMassInTheSchrodingerFunctionalOfLatticeQcdAOneLoopCalculationWithANonVanishingBackgroundField.pdf;  The Critical Quark Mass, At Which The Renormalised Mass Vanishes, Is Computedin The Schrodinger Functional Scheme With A Non Vanishing Background Field Atone Loop Order Of Perturbation Theory. Further One Loop Calculations Are Donefor The Renormalisation Constant Of The Pseudo Scalar Density And For Severaldiscretisation Errors And Compared To Results Obtained With A Vanishingbackground Field.;Stefan Kurth;hep-lat;PhD thesis, 149 pages;http://arxiv.org/pdf/hep-lat/0211011v1.pdf;./files/TheRenormalisedQuarkMassInTheSchrodingerFunctionalOfLatticeQcdAOneLoopCalculationWithANonVanishingBackgroundField.pdf
http://arxiv.org/abs/hep-th/0006198v1;2000-06-26T15:47:10Z;2000-06-26T15:47:10Z;SupersymmetricNoetherCurrentsAndSeibergWittenTheory.pdf;  A Reliable Method To Construct Supersymmetric Noether Currents Is Presented.as The Most Important Application The Central Charge Of The N=2 Supersymmetricyang Mills Effective Theory, Known As Seiberg Witten  Sw  Theory, Is Computed.the Analisys Is Carried Out In The Sw Low Energy U 1  Effective Sector, As Wellas In The Sw High Energy Su 2  Effective Sector.;Alfredo Iorio;hep-th;135 pages, 3 figures, PhD thesis;http://arxiv.org/pdf/hep-th/0006198v1.pdf;./files/SupersymmetricNoetherCurrentsAndSeibergWittenTheory.pdf
http://arxiv.org/abs/math/9904003v1;1999-04-01T20:23:44Z;1999-04-01T20:23:44Z;SectionsDuFibreDeterminantSurL'espaceDeModulesDesFaisceauxSemiStablesDeRang2SurLePlanProjectif.pdf;  We Provide Supporting Examples To Le Potier's Strange Duality Conjecture, Inthe Case Of The Moduli Space M Of Rank 2 Semi Stable Sheaves On The Projectiveplane, With Even First Chern Class, And Second Chern Class Less Or Equal To 19.we Compute In This Case The Dimension Of The Space Of Global Sections Of Thedeterminant Bundle On M.;Gentiana Danila;math.AG;38 pages, part of PhD thesis;http://arxiv.org/pdf/math/9904003v1.pdf;./files/SectionsDuFibreDeterminantSurL'espaceDeModulesDesFaisceauxSemiStablesDeRang2SurLePlanProjectif.pdf
http://arxiv.org/abs/math/0004068v1;2000-04-11T18:55:48Z;2000-04-11T18:55:48Z;ResultatsSurLaDualiteEtrangeSurLePlanProjectif.pdf;  We Compute The Dimensions Of Spaces Of Sections Of All Powers Of Thedonaldson Determinant Bundle On The Moduli Space Of Rank 2 Semi Stable Sheaveson The Projective Plane, With Zero First Chern Class, And Second Chern Classequal To 3 Or 4. We Prove Le Potier's Strange Duality Conjecture In Some Cases.;Gentiana Danila;math.AG;Latex, 27 pages, part of PhD thesis;http://arxiv.org/pdf/math/0004068v1.pdf;./files/ResultatsSurLaDualiteEtrangeSurLePlanProjectif.pdf
http://arxiv.org/abs/quant-ph/0702069v1;2007-02-07T15:05:27Z;2007-02-07T15:05:27Z;EntanglementOfGaussianStates.pdf;  This Dissertation Collects My Results On The Interpretation,characterization, Quantification And Application Of Bipartite And Multipartiteentanglement In Gaussian States Of Continuous Variable Systems.;Gerardo Adesso;quant-ph;"Ph.D. Thesis, University of Salerno. 296 pages, many (heavily
  compressed) figures. Hi-res version downloadable at
  http://www.sa.infn.it/quantumtheory/attach/Adesso_PhD.pdf (PDF 11Mb)";http://arxiv.org/pdf/quant-ph/0702069v1.pdf;./files/EntanglementOfGaussianStates.pdf
http://arxiv.org/abs/0804.3067v1;2008-04-18T16:47:47Z;2008-04-18T16:47:47Z;DegeneracyLociOfFamiliesOfDiracOperators.pdf;  Generalizing Some Results From R. Leung's Thesis, We Compute, In Rationalcohomology, The Poincare Dual Of The Degeneracy Locus Of The Family Of Diracoperators Parameterized By The Moduli Space Of Projectively Anti Self Dual$\so 3 $ Connections. This Is The First Step In A Program To Derive A Relationbetween The Donaldson And Spin Invariants.;Thomas G. Leness;math.DG;14 pages;http://arxiv.org/pdf/0804.3067v1.pdf;./files/DegeneracyLociOfFamiliesOfDiracOperators.pdf
http://arxiv.org/abs/0807.2876v1;2008-07-17T20:40:03Z;2008-07-17T20:40:03Z;StabilizerStatesAndLocalRealism.pdf;  The Central Focus Of This Work Is To Make Progress Towards Understandingentanglement As A Resource For Computation By Examining The Quantumcorrelations That Can Be Extracted From Stabilizer States. As Such, We Focus Onthe Stabilizer Formalism, Local Realism, And The Convergence Of The Two.;Matthew B. Elliott;quant-ph;"213 pages, 25 figures, and 2 tables. Ph.D. Thesis, University of New
  Mexico, 2008";http://arxiv.org/pdf/0807.2876v1.pdf;./files/StabilizerStatesAndLocalRealism.pdf
http://arxiv.org/abs/0810.1412v2;2009-01-07T12:20:06Z;2008-10-08T14:33:35Z;ThePathIntegralApproachToSpontaneousSymmetryBreaking.pdf;  We Will Investigate Two Models Which Exhibit Ssb In The Canonical Approach The N=1 And N=2 Linear Sigma Model. In Both Models The Green's Functions Andthe Effective Potential Will Be Computed In The Path Integral Approach. We Willdemonstrate How We Get Different Results Than In The Canonical Approach.;M. T. M. van Kessel;hep-ph;PhD-thesis;http://arxiv.org/pdf/0810.1412v2.pdf;./files/ThePathIntegralApproachToSpontaneousSymmetryBreaking.pdf
http://arxiv.org/abs/0903.1068v1;2009-03-05T19:06:52Z;2009-03-05T19:06:52Z;EquivariantGromovWittenTheoryOfOneDimensionalStacks.pdf;  In Math.ag 0207233, Okounkov And Pandharipande Gave An Operator Formalism Forcomputing The Equivariant Gromov Witten Theory Of The Projective Line. Thisthesis Extends Their Result To Orbifold Lines. In The Effective Case The Theoryis Again Governed By The 2 Toda Hierarchy. In The Ineffective Case Thedecomposition Conjecture Of Hep Th 0606034 Is Verified.;Paul D. Johnson;math.AG;0;http://arxiv.org/pdf/0903.1068v1.pdf;./files/EquivariantGromovWittenTheoryOfOneDimensionalStacks.pdf
http://arxiv.org/abs/0904.0943v2;2009-04-19T17:48:03Z;2009-04-06T14:58:30Z;DelPezzoSurfacesWithDuValSingularities.pdf;  In This Paper We Study The Problem Of Existence Of Orbifold Kaehler Einsteinmetrics On Del Pezzo Surfaces Of Degree 1 With Du Val Singular Points. Moreoverwe Compute Global Log Canonical Thresholds Of Del Pezzo Surfaces Of Degree 1with Du Val Singularities And Of Del Pezzo Surfaces Of Picard Rank 1 With Duval Singularities.;Dimitra Kosta;math.AG;"116 pages, Preliminary version of PhD thesis, Corrections Sect.3.2,
  Sect.4";http://arxiv.org/pdf/0904.0943v2.pdf;./files/DelPezzoSurfacesWithDuValSingularities.pdf
http://arxiv.org/abs/0907.4590v1;2009-07-27T10:15:36Z;2009-07-27T10:15:36Z;SectionsOfHomogeneousBundles.pdf;  In This Work We Give A Method For Computing Sections Of Homogeneous Vectorbundles On Any Rational Homogeneous Variety G P Of Type Ade. Our Main Tool Isthe Equivalence Of Categories Between Homogeneous Vector Bundles On G P Andfinite Dimensional Representations Of A Given Quiver With Relations. Our Resultgeneralizes The Work Of Ottaviani And Rubei [or06].;Ada Boralevi;math.AG;part of the author's PhD thesis;http://arxiv.org/pdf/0907.4590v1.pdf;./files/SectionsOfHomogeneousBundles.pdf
http://arxiv.org/abs/1005.2364v2;2010-05-14T11:28:03Z;2010-05-13T15:59:01Z;AShortIntroductionToModelSelection,KolmogorovComplexityAndMinimumDescriptionLengthMdl.pdf;  The Concept Of Overfitting In Model Selection Is Explained And Demonstratedwith An Example. After Providing Some Background Information On Informationtheory And Kolmogorov Complexity, We Provide A Short Explanation Of Minimumdescription Length And Error Minimization. We Conclude With A Discussion Of Thetypical Features Of Overfitting In Model Selection.;Volker Nannen;cs.LG;"20 pages, Chapter 1 of The Paradox of Overfitting, Master's thesis,
  Rijksuniversiteit Groningen, 2003";http://arxiv.org/pdf/1005.2364v2.pdf;./files/AShortIntroductionToModelSelection,KolmogorovComplexityAndMinimumDescriptionLengthMdl.pdf
http://arxiv.org/abs/1005.2400v2;2010-05-14T11:38:21Z;2010-05-13T19:22:14Z;AShortIntroductionToKolmogorovComplexity.pdf;  This Is A Short Introduction To Kolmogorov Complexity. The Interested Readeris Referred To The Text Books By Cover & Thomas As Well As Li & V\'itanyi,which Cover The Fields Of Information Theory And Kolmogorov Complexity In Depthand With All The Necessary Rigor.;Volker Nannen;cs.CC;"7 pages; from The Paradox of Overfitting, Master's thesis,
  Rijksuniversiteit Groningen, 2003";http://arxiv.org/pdf/1005.2400v2.pdf;./files/AShortIntroductionToKolmogorovComplexity.pdf
http://arxiv.org/abs/1006.2352v1;2010-06-11T17:25:30Z;2010-06-11T17:25:30Z;QuantumInformationProcessingWithAdversarialDevices.pdf;  We Consider Several Applications In Black Box Quantum Computation In Whichuntrusted Physical Quantum Devices Are Connected Together To Produce Anexperiment. By Examining The Outcome Statistics Of Such An Experiment, Andcomparing Them Against The Desired Experiment, We May Hope To Certify That Thephysical Experiment Is Implementing The Desired Experiment. This Is Useful Inorder To Verify That A Calculation Has Been Performed Correctly, Thatmeasurement Outcomes Are Secure, Or That The Devices Are Producing The Desiredstate.;Matthew McKague;quant-ph;PhD thesis;http://arxiv.org/pdf/1006.2352v1.pdf;./files/QuantumInformationProcessingWithAdversarialDevices.pdf
http://arxiv.org/abs/1103.2500v2;2011-03-16T00:12:24Z;2011-03-13T06:41:01Z;HowMuchOfQuantumMechanicsIsReallyNeededToDefyExtendedChurchTuringThesis.pdf;  This Paper Has Been Withdrawn By The Author As One Of The Coauthors Needsinstitutional Permission.;Leonid Gurvits, Vwani Roychowdhury, Sudhir Kumar Singh, Farrokh Vatan, ;quant-ph;This paper has been withdrawn;http://arxiv.org/pdf/1103.2500v2.pdf;./files/HowMuchOfQuantumMechanicsIsReallyNeededToDefyExtendedChurchTuringThesis.pdf
http://arxiv.org/abs/1108.2886v1;2011-08-14T16:19:04Z;2011-08-14T16:19:04Z;HomologicalErrorCorrectingCodesAndSystolicGeometry.pdf;  In My Masters Thesis I Prove A Square Root Bound On The Distance Ofhomological Codes That Come From Two Dimensional Surfaces, As A Result Of Thesystolic Inequality. I Also Give A Detailed Version Of M.h. Freedman's Proofthat Due To Systolic Freedom, This Bound Does Not Hold In Higher Dimensions.;Ethan Fetaya;math.DG;0;http://arxiv.org/pdf/1108.2886v1.pdf;./files/HomologicalErrorCorrectingCodesAndSystolicGeometry.pdf
http://arxiv.org/abs/1110.0593v1;2011-10-04T07:34:13Z;2011-10-04T07:34:13Z;TwoProjectionPursuitAlgorithmsForMachineLearningUnderNonStationarity.pdf;  This Thesis Derives, Tests And Applies Two Linear Projection Algorithms Formachine Learning Under Non Stationarity. The First Finds A Direction In Alinear Space Upon Which A Data Set Is Maximally Non Stationary. The Second Aimsto Robustify Two Way Classification Against Non Stationarity. The Algorithm Istested On A Key Application Scenario, Namely Brain Computer Interfacing.;Duncan A. J. Blythe;cs.LG;0;http://arxiv.org/pdf/1110.0593v1.pdf;./files/TwoProjectionPursuitAlgorithmsForMachineLearningUnderNonStationarity.pdf
http://arxiv.org/abs/1110.6231v1;2011-10-28T01:44:45Z;2011-10-28T01:44:45Z;ParallelImplematationOfFlowAndMatchingAlgorithms.pdf;  In Our Work We Present Two Parallel Algorithms And Their Lock Freeimplementations Using A Popular Gpu Environment Nvidia Cuda. The Firstalgorithm Is The Push Relabel Method For The Flow Problem In Grid Graphs. Thesecond Is The Cost Scaling Algorithm For The Assignment Problem In Completebipartite Graphs.;Agnieszka Łupińska;cs.DC;MSc thesis, promoter: dr Maciej \'Slusarek;http://arxiv.org/pdf/1110.6231v1.pdf;./files/ParallelImplematationOfFlowAndMatchingAlgorithms.pdf
http://arxiv.org/abs/1203.3738v2;2012-05-08T12:41:06Z;2012-03-16T15:29:55Z;CapillaryNetworkModelCapillaryPowerAndEffectivePermeability.pdf;  A Simple Model Of Two Phase Flow In Porous Media Is Presented. A Connectionis Made To Statistical Mechanics By Applying Capillary Power As A Constraint.stochastic Sampling Is Then Used To Test The Validity Of This Approach. Goodagreement Is Found Between Stochastic Sampling And Time Stepping For Flow Ratesabove A Transition Value.;Morten Grøva;cond-mat.soft;5 pages, 6 figures, thesis version;http://arxiv.org/pdf/1203.3738v2.pdf;./files/CapillaryNetworkModelCapillaryPowerAndEffectivePermeability.pdf
http://arxiv.org/abs/1207.3890v1;2012-07-17T06:33:09Z;2012-07-17T06:33:09Z;OnTheAlgebraicKTheoryOfSpecZ^n.pdf;  In His Thesis, N. Durov Develops A Theory Of Algebraic Geometry In Whichschemes Are Locally Determined By Commutative Algebraic Monads. In Thissetting, One Is Able To Construct The Arakelov Geometric Compactification Ofthe Spectrum Of The Ring Of Integers In A Purely Algebraic Fashion. This Objectarises As The Limit Of A Certain Projective System Of Generalized Schemes. Westudy The Constituents Of This Projective System, And Compute Their Algebraick Theory.;Stella Anevski;math.AG;0;http://arxiv.org/pdf/1207.3890v1.pdf;./files/OnTheAlgebraicKTheoryOfSpecZ^n.pdf
http://arxiv.org/abs/1307.4785v1;2013-07-17T20:44:57Z;2013-07-17T20:44:57Z;TheVoevodskyMotiveOfARankOneSemiabelianVariety.pdf;  Over A Perfect Field K, Let G Be An Extension Of An Abelian Variety By Themultiplicative Group $\g_m$. We Compute The Motive Of G In Voevodsky's Categoryof Etale Motivic Complexes With Rational Coefficients. The Result Is Adecomposition Similar To The Classical Decomposition Of The Chow Motive Of Anabelian Variety Obtained By Deninger Murre, Kuennemann, Shermenev And Scholl,and Other Authors.;Stephen Enright-Ward;math.AG;Ph.D. Thesis, 176 pages;http://arxiv.org/pdf/1307.4785v1.pdf;./files/TheVoevodskyMotiveOfARankOneSemiabelianVariety.pdf
http://arxiv.org/abs/1406.1475v1;2014-06-05T18:46:34Z;2014-06-05T18:46:34Z;ModelingCsfsOfB2cECommerceSystemsUsingTheEnterpriseArchitectureApproach.pdf;  This Study Is To Investigate The Critical Success Factors  Csfs  Of Thebusiness To Customer  B2c  E Commerce System. These Factors Should Beconsidered Comprehensively And Expanded To All Parties Concerned To Create Andprovide The Electronic Service And Ensure That The Csfs Are Satisfied. In Orderto Give An Organized And Inclusive View Of The Csfs, An Enterprise Architectureframework Will Be Adopted To Systemize This Investigation.;Rayed AlGhamdi;cs.CY;Master Thesis, 80 pages;http://arxiv.org/pdf/1406.1475v1.pdf;./files/ModelingCsfsOfB2cECommerceSystemsUsingTheEnterpriseArchitectureApproach.pdf
http://arxiv.org/abs/1407.2196v3;2014-11-20T09:58:06Z;2014-07-04T11:30:44Z;TheJonesPolynomialAndItsLimitations.pdf;  This Paper Will Be An Exposition Of The Kauffman Bracket Polynomial Model Ofthe Jones Polynomial, Tangle Methods For Computing The Jones Polynomial, Andthe Use Of These Methods To Produce Non Trivial Links That Cannot Be Detectedby The Jones Polynomial.;Daniel Amankwah;math.GT;Master's Thesis;http://arxiv.org/pdf/1407.2196v3.pdf;./files/TheJonesPolynomialAndItsLimitations.pdf
http://arxiv.org/abs/1505.03303v1;2015-05-13T10:05:07Z;2015-05-13T10:05:07Z;DropshippingAlternativeInfrastructureOfSalesAndPromotion.pdf;  An Article About The Transformation Of The Theory And Practice Of Marketingin Terms Of E Commerce And Network Economy. The Author Considers Internetmarketing As An Independent Marketing Communication In A Virtual Environment.the Main Thesis Of The Article  Virtual Environment Determines Thetransformation Of Marketing, Changing Methods, Priorities And Structure Notonly Practice, But Also The Theory Of Marketing.;Mikhail Kaluzhsky;cs.CY;14 pages, in Russian. ISSN 1028-5849;http://arxiv.org/pdf/1505.03303v1.pdf;./files/DropshippingAlternativeInfrastructureOfSalesAndPromotion.pdf
http://arxiv.org/abs/1505.03305v1;2015-05-13T10:11:23Z;2015-05-13T10:11:23Z;TransformationOfMarketingInTheECommerce.pdf;  The Article Is About Transformation Of The Theory And Practice Of Marketingin The Conditions Of E Commerce And Network Economy. The Author Considersinternet Marketing As An Independent Kind Of Marketing In The Virtualcommunicative Environment. The Basic Thesis Of The Article  The Virtualenvironment Defines Marketing Transformation, Changing Methods, Priorities Andstructure At Practice And Then Theories Of Marketing.;Mikhail Kaluzhsky;cs.CY;13 pages, in Russian. ISSN 2071-3762;http://arxiv.org/pdf/1505.03305v1.pdf;./files/TransformationOfMarketingInTheECommerce.pdf
http://arxiv.org/abs/1609.00999v1;2016-09-04T23:44:20Z;2016-09-04T23:44:20Z;AutomaticGenerationOfVectorizedMontgomeryAlgorithm.pdf;  Modular Arithmetic Is Widely Used In Crytography And Symbolic Computation.this Paper Presents A Vectorized Montgomery Algorithm For Modularmultiplication, The Key To Fast Modular Arithmetic, That Fully Utilizes Thesimd Instructions. We Further Show How The Vectorized Algorithm Can Beautomatically Generated By The {\spiral} System, As Part Of The Effort Forautomatic Generation Of A Modular Polynomial Multiplication Library.;Lingchuan Meng;cs.MS;14 pages, 5 figures, based on the thesis work by Lingchuan Meng;http://arxiv.org/pdf/1609.00999v1.pdf;./files/AutomaticGenerationOfVectorizedMontgomeryAlgorithm.pdf
http://arxiv.org/abs/1709.01529v1;2017-09-05T18:00:59Z;2017-09-05T18:00:59Z;NumericalMethodsInTheConformalBootstrap.pdf;  We Present A Low Entry Level Introduction To The Conformal Bootstrap. Wereview And Obtain Several Basic Bounds Using Linear Programming In Machineprecision In Mathematica, Making The Results Accessible Even To The Mostuneducated Computer User. The Extremal Functional Method And The Method Ofdeterminants Are Also Explored. Finally, We Make An Attempt At Writing Modularinvariance Statements As Crossing Symmetry Equations For Twist Operators Andperform Modular Bootstrap Using 4 Pt Correlators.;António Antunes;hep-th;Masters Thesis;http://arxiv.org/pdf/1709.01529v1.pdf;./files/NumericalMethodsInTheConformalBootstrap.pdf
http://arxiv.org/abs/1305.7056v1;2013-05-30T10:28:06Z;2013-05-30T10:28:06Z;DienstplanerstellungInKrankenhaeusernMittelsGenetischerAlgorithmen.pdf;  This Thesis Investigates The Use Of Problem Specific Knowledge To Enhance Agenetic Algorithm Approach To Multiple Choice Optimisation Problems. It Showsthat Such Information Can Significantly Enhance Performance, But That Thechoice Of Information And The Way It Is Included Are Important Factors Forsuccess.;Uwe Aickelin;cs.NE;Diplomarbeit, in German, Universitaet Mannheim, 1996;http://arxiv.org/pdf/1305.7056v1.pdf;./files/DienstplanerstellungInKrankenhaeusernMittelsGenetischerAlgorithmen.pdf
http://arxiv.org/abs/1804.02203v2;2019-03-27T15:03:23Z;2018-04-06T11:03:16Z;TheCategoryOfVonNeumannAlgebras.pdf;  In This Dissertation We Study The Category Of Completely Positive Normalcontractive Maps Between Von Neumann Algebras. It Includes An Extensiveintroduction To The Basic Theory Of $c^ $ Algebras And Von Neumann Algebras.;Abraham A. Westerbaan;math.OA;Ph.D. thesis;http://arxiv.org/pdf/1804.02203v2.pdf;./files/TheCategoryOfVonNeumannAlgebras.pdf
http://arxiv.org/abs/1805.08416v1;2018-05-22T06:11:00Z;2018-05-22T06:11:00Z;TrainingConvolutionalNetworksWithWebImages.pdf;"  In This Thesis We Investigate The Effect Of Using Web Images To Build A Largescale Database To Be Used Along A Deep Learning Method For A Classificationtask. We Replicate The Imagenet Large Scale Database  Ilsvrc 2012  From Imagescollected From The Web Using 4 Different Download Strategies Varying  Thesearch Engine, The Query And The Image Resolution. As A Deep Learning Method,we Will Choose The Convolutional Neural Network That Was Very Successful Withrecognition Tasks; The Alexnet.";Nizar Massouh;cs.CV;0;http://arxiv.org/pdf/1805.08416v1.pdf;./files/TrainingConvolutionalNetworksWithWebImages.pdf
http://arxiv.org/abs/1811.08724v1;2018-11-16T08:07:00Z;2018-11-16T08:07:00Z;ANoteOnGraphicalNotationRevealsTopologicalStabilityCriteriaForCollectiveDynamicsInComplexNetwork.pdf;  This Paper Clarifies The Main Research Methods And Ideas Of The Thesis[1,2,4]. The Special Calculation Process Is Also Realized By Correspondingcomputer Algorithm. Finally, We Introduce Zero Rows Sum Case And Give Thecorresponding Algorithm, Which Greatly Simplifies The Relevant Calculation Ofpaper [1,4].;Peng-hui He, Hou-biao Li, Hong Li, Nan Jiang, ;math.GM;10 pages, 26 figures;http://arxiv.org/pdf/1811.08724v1.pdf;./files/ANoteOnGraphicalNotationRevealsTopologicalStabilityCriteriaForCollectiveDynamicsInComplexNetwork.pdf
http://arxiv.org/abs/1901.03510v1;2019-01-11T08:42:54Z;2019-01-11T08:42:54Z;SignOfTheSolutionToANonCooperativeSystem.pdf;  Combining The Results Of A Recent Paper By Fleckinger Hernandez Deth{\'e}lin[14] For A Non Cooperative $2\times2$ System With The Method Of Phd Thesis Ofmh Lecureux We Compute The Sign Of The Solutions Of A $n\times N$non Cooperative Systems When The Parameter Varies Near The Lowest Principaleigenvalue Of The System.;Bénédicte Alziary, Jacqueline Fleckinger, ;math.AP;0;http://arxiv.org/pdf/1901.03510v1.pdf;./files/SignOfTheSolutionToANonCooperativeSystem.pdf
http://arxiv.org/abs/1904.12723v2;2019-07-16T16:33:24Z;2019-04-29T14:04:35Z;AspectsOf$p$AdicOperatorAlgebras.pdf;  In This Article, We Propose A $p$ Adic Analogue Of Complex Hilbert Space Andconsider Generalizations Of Some Well Known Theorems From Functional Analysisand The Basic Study Of Operators On Hilbert Spaces. We Compute The $k$ Theoryof The Analogue Of The Algebra Of Compact Operators And The Algebra Of Allbounded Operators. This Article Contains A Survey On Results From The Thesis Ofthe First Author.;Anton Claußnitzer, Andreas Thom, ;math.OA;0;http://arxiv.org/pdf/1904.12723v2.pdf;./files/AspectsOf$p$AdicOperatorAlgebras.pdf
http://arxiv.org/abs/cs/0207055v1;2002-07-12T02:51:45Z;2002-07-12T02:51:45Z;TheRiseAndFallOfTheChurchTuringThesis.pdf;  The Essay Consists Of Three Parts. In The First Part, It Is Explained Howtheory Of Algorithms And Computations Evaluates The Contemporary Situation Withcomputers And Global Networks. In The Second Part, It Is Demonstrated What Newperspectives This Theory Opens Through Its New Direction That Is Called Theoryof Super Recursive Algorithms. These Algorithms Have Much Higher Computingpower Than Conventional Algorithmic Schemes. In The Third Part, We Explicatehow Realization Of What This Theory Suggests Might Influence Life Of People Infuture. It Is Demonstrated That Now The Theory Is Far Ahead Computing Practiceand Practice Has To Catch Up With The Theory. We Conclude With A Comparison Ofdifferent Approaches To The Development Of Information Technology.;Mark Burgin;cs.CC;0;http://arxiv.org/pdf/cs/0207055v1.pdf;./files/TheRiseAndFallOfTheChurchTuringThesis.pdf
http://arxiv.org/abs/quant-ph/0403045v3;2004-03-16T07:09:16Z;2004-03-05T02:40:08Z;FinitenessOfTheUniverseAndComputationBeyondTuringComputability.pdf;  We Clarify The Confusion, Misunderstanding And Misconception That Thephysical Finiteness Of The Universe, If The Universe Is Indeed Finite, Wouldrule Out All Hypercomputation, The Kind Of Computation That Exceeds The Turingcomputability, While Maintaining And Defending The Validity Of Turingcomputation And The Church Turing Thesis.;Tien D. Kieu;quant-ph;2 pages. Extra notes added at the end of the paper on 16 April 2004;http://arxiv.org/pdf/quant-ph/0403045v3.pdf;./files/FinitenessOfTheUniverseAndComputationBeyondTuringComputability.pdf
